target,season,n_samples,r2_score,rmse,mae,mape
rainfall,Long Rains,1,,88.33335624999998,88.33335624999998,48.481534714599334
rainfall,Dry Season,1,,86.75601249999998,86.75601249999998,47.61581366630076
