target,season,n_samples,r2_score,rmse,mae,mape
rainfall,Short Rains,3,0.7485311437569804,0.4939349171384816,0.4114780884654728,36.91293534602458
rainfall,Long Rains,3,0.5572537316552273,0.5531894167191613,0.38803058021477366,34.09227719045073
rainfall,Dry Season,5,0.7753779987620454,0.20379652055515984,0.13868380122907106,220.14644714185883
