target,season,n_samples,r2_score,rmse,mae,mape
rainfall,Short Rains,3,0.75802899070579,0.4845173051539642,0.4652747519015687,43.87068850717
rainfall,Long Rains,3,0.7989974409481939,0.37273244783800413,0.3586675033464289,42.85111701908327
rainfall,Dry Season,5,0.3633725901878424,0.3430941281397369,0.3031452946652674,328.97352595845496
