target,season,n_samples,r2_score,rmse,mae,mape
rainfall,Short Rains,3,0.44891011688248617,0.7312044810408173,0.5998441340199517,69.62632125259813
rainfall,Dry Season,3,-154.83717490826982,0.855519815246851,0.8508892513291993,83.14084339785884
