target,season,n_samples,r2_score,rmse,mae,mape
rainfall,Short Rains,87,0.7389560061138513,0.48502408644405137,0.33428814094687337,150.88990559451562
rainfall,Long Rains,75,0.7062325545973636,0.5847095781969955,0.4250551235105625,114.03842342327653
rainfall,Dry Season,148,0.8295880422204317,0.4020208863342252,0.21725183660844993,42.28764109929163
