target,season,n_samples,r2_score,rmse,mae,mape
rainfall,Short Rains,90,0.7816567302297281,0.43983139079077016,0.2884741988721982,107.21033504967463
rainfall,Long Rains,75,0.6937097848134778,0.5970420726445844,0.43985987359029566,117.8190447667162
rainfall,Dry Season,150,0.7987561759928978,0.43398404088122783,0.2274821479125179,49.8744933060849
