target,season,n_samples,r2_score,rmse,mae,mape
rainfall,Short Rains,90,0.8639185132631225,0.34722888008777086,0.22702088561617334,74.47676182572359
rainfall,Long Rains,75,0.8316375117478989,0.44265058509575655,0.32874976346014567,94.97439670503076
rainfall,Dry Season,150,0.8131714135314524,0.4181519656810209,0.19386607365126782,46.01421164323477
