target,season,n_samples,r2_score,rmse,mae,mape
rainfall,Short Rains,90,0.8255388580288279,0.3931566920543595,0.2608499832593795,96.85506532534818
rainfall,Long Rains,75,0.7926072256727206,0.49128690164974026,0.36888130020872306,101.88593990730384
rainfall,Dry Season,150,0.8253962864124575,0.40423993636969957,0.19439734050047563,40.620825579156936
